uni_code,course_code,course_name,course_intro,area_of_study,career_ops,course_field,meta_gCode,meta_name,meta_status,meta_poa,meta_type,meta_inst,meta_camp,meta_fos,meta_keywords,meta_sa,meta_sm,meta_lsr,meta_msr,meta_hsr,meta_la,meta_ma,meta_ha,meta_ga,meta_acYear,meta_rpCode,meta_rpLink,meta_cLevel,meta_fee,meta_fPeriod,meta_pTime,meta_fTime,meta_int,meta_ext,meta_mMode,meta_nHe,meta_pHe,meta_nVet,meta_pVet,meta_nOth,meta_pOth,meta_nAtar,meta_pAtar,meta_nAPlus,meta_pAPlus,meta_nSec,meta_pSec,meta_nInt,meta_pInt,meta_nTot,meta_pTot,meta_pCode,meta_cYear,meta_ip,meta_spLink
unsw,429390,Bachelor of Advanced Science (Honours)/Bachelor of Social Science,"We've redesigned this degree starting T1 2023. The new specialisations mean you’ll have more freedom to customise your degree, and more options to choose from than before.
Discover the new program structure 429380 Bachelor of Advanced Science (Honors)/Bachelor of Social Sciences.",Refer to 429350 Bachelor of Advanced Science (Hons) and 422300 Bachelor of Social Science.,Refer to 429350 Bachelor of Advanced Science (Hons) and 422300 Bachelor of Social Science.,Natural and Physical Sciences,429390,Bachelor of Advanced Science (Honours)/Bachelor of Social Science,open,5.7F,CSP,UNSW,3013-UN,1,"unsw,bachelor of advanced science (honours)/bachelor of social science,science,advanced,advanced physical oceanography,anatomy, ,biological science,biotechnology,chemistry,climate dynamics,climate systems science,earth science,ecology,genetics,geochemistry,marine science,coastal science,materials science,mathematics,maths,microbiology,psychology,molecular biology,cell biology,neuroscience,pathology,pharmacology,physical geography,physics,physiology,psychology,statistics,vision science,anthropology,social science,policy analysis,social research,economic theory,economic policy,research,development studies,economics,environmental humanities,sociology,human resource management,indigenous studies,international business,international relations,marketing,media culture,media technology,politics,honours, bioinformatics,biology,immunology,geology,international studies",0,0,<5,<5,<5,<5,<5,<5,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.0,NA,2022,S,
unsw,429395,Bachelor of Advanced Science (Honours)/Bachelor of Fine Arts,"We've redesigned this degree starting T1 2023. The new specialisations mean you’ll have more freedom to customise your degree, and more options to choose from than before.
Discover the new program structure 429396 Bachelor of Advanced Science (Honours)/Bachelor of Fine Arts.",NA,NA,Natural and Physical Sciences,429395,Bachelor of Advanced Science (Honours)/Bachelor of Fine Arts,open,5F,CSP,UNSW,3013-UQ,1,"unsw,bachelor of advanced science (honours)/bachelor of fine arts,science,advanced,advanced physical oceanography,anatomy,biological science,biotechnology,chemistry,climate dynamics,climate systems science,earth science,ecology,genetics,geochemistry,marine science,coastal science,materials science,mathematics,maths,microbiology,psychology,molecular biology,cell biology,neuroscience,pathology,pharmacology,physical geography,physics,physiology,psychology,statistics,vision science,,fine arts,drawing,painting,photography,printmaking,sculpture,installation,performance,textiles,visual arts,contemporary art,art,moving image,film,video,illustration,art theory,art history,art criticism,curating,bioinformatics,biology,immunology,geology,",0,0,93.70,98.98,99.95,88.70,94.85,98.65,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,<5,<5,N/A,N/A,N/A,N/A,N/A,N/A,<5,100.0,NA,2022,S,
unsw,429396,Bachelor of Advanced Science (Honours)/Bachelor of Fine Arts,This program is for students commencing their studies in Term 1 2023.,"Refer to Bachelor of Advanced Science (Hons) (429350). Bachelor of Fine Arts: Animation and Moving Image, Art Theory, Music (including performance, composition, sonic arts, and pedagogy), and Visual Arts.","Refer to Bachelor of Advanced Science (Hons) (429350). Bachelor of Fine Arts: Animation and moving image: Animator, 3D artist, Digital publishing, Digital communications specialist, Art director, Advertising director, Film producer, Television producer, Visual effects designer. Art Theory: Arts and cultural management, policy making and administration, Art and design criticism, communications and journalism. Music: Performance, Arranging and composing, Academia, Classroom music teaching, Audio engineering. Visual Arts: Art direction, advertising, and communications, Writer, Exhibition curator, Entertainer, Publisher, Educator, Theatre production, Urban Planner.",Natural and Physical Sciences,429396,Bachelor of Advanced Science (Hons)/Bachelor of Fine Arts,open,5F,CSP,UNSW,3013-UN,1,"unsw,fine arts,visual arts,art theory,contemporary art,studio art practice,bfa,painting,drawing,photography,printmaking,sculpture,performance art,moving image,Installation art,critical practice,video art,artist,art,history,curating,music,animation,visual effects,sound,3d visualisation,music practice,music pedagogy,sonic arts,humanities, social sciences,unsw,bachelor of advanced science (honours),science,advanced,advanced physical oceanography,anatomy,biological science,biotechnology,chemistry,climate dynamics,climate systems science,earth science,ecology,genetics,geochemistry,marine science,coastal science,materials science,mathematics,maths,microbiology,molecular biology,neuroscience,pathology,pharmacology,physical geography,physics,physiology,psychology,statistics,vision science,bioinformatics,cell biology,honours,bioinformatics,cell biology,biology,geography,immunology,",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,TBH,NA, ,N,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
unsw,429400,Bachelor of Biotechnology (Honours),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Biotechnology. You may select electives to specialise in areas such as environmental biotechnology, medical biotechnology, molecular biotechnology or commercial biotechnology.","Scientist or researcher with medical, biological or pharmaceutical research organisations; research and development manager; clinical trial associate; government regulation and policy; industry regulatory affairs or intellectual property management; marketing and sales; biotech investment and finance; business development.",Natural and Physical Sciences,429400,Bachelor of Biotechnology (Honours),open,4F,CSP,UNSW,3013-UN,1,"109,unsw,bachelor of biotechnology (honours),science,biotechnology,biochemistry,chemistry,genetics,immunology,mathematics,maths,microbiology,molecular biology,honours,biotechnologist,biochemist,forensic scientist,geneticist,microbiologist,policy specialist,environmental scientist,medical scientist,patent specialist",0,0,80.30,88.45,99.95,69.30,84.45,99.75,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,<5,<5,23,72.00,<5,<5,N/A,N/A,5,16.00,32,100.0,NA,2022,S,
unsw,429420,Bachelor of Science (International),Check the most up-to-date UNSW advice about COVID-19 arrangements.,Students must complete at least one approved Bachelor of Science (International) major and one language minor. Science discipline areas: refer to Bachelor of Science.,"A variety of science and technology-based roles in management, research, communications, international development and policy development within international government and non-government organisations, and private sector companies.",Natural and Physical Sciences,429420,Bachelor of Science (International),open,4F,CSP,UNSW,3013-UN,1,"unsw,bachelor of science (international),science,anatomy,biology,biotechnology,chemistry,earth science,ecology,food science,genetics,geography,marine science,materials science,mathematics,maths,microbiology,molecular biology,cell biology,neuroscience,pathology,pharmacology,physical oceanography,physics,physiology,psychology,statistics,vision science,international,biochemistry,bioinformatics,biological science,chinese studies,french studies,geology,german studies,indonesian studies,japanese studies,korean studies,immunology,spanish and latin american studies",0,0,85.30,90.30,99.95,76.70,85.30,95.50,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,N/A,N/A,6,60.00,N/A,N/A,N/A,N/A,<5,<5,10,100.0,NA,2022,S,
unsw,429500,Bachelor of Aviation (Flying),Check the most up-to-date UNSW advice about COVID-19 arrangements.,Aviation (Flying).,"Pilot for regional or major commercial airlines, training centres, charter flights; aerial surveyor.",Natural and Physical Sciences,429500,Bachelor of Aviation (Flying),open,3F,CSP,UNSW,3013-UN,1,"unsw,bachelor of aviation (flying),aviation,flying,aircraft engineering,aviation physics,flight safety,human factors,management,mathematics,maths,flight systems,flight performance,pilot,flying instructor,aerial surveyor",0,0,80.10,90.85,99.95,72.25,86.05,98.50,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,<5,<5,N/A,N/A,21,54.00,N/A,N/A,14,36.00,39,100.0,NA,2022,S,
unsw,429520,Bachelor of Aviation (Management),Check the most up-to-date UNSW advice about COVID-19 arrangements.,Aviation operations management.,"Management in airlines, freight companies, regulatory authorities, defence forces or airports. Specific examples include airfreight manager, airport planner, flight crew scheduler, aviation consultant, flight analyst, flight safety investigator, aviation revenue manager and airport or fleet planner.",Management and Commerce,429520,Bachelor of Aviation (Management),open,3F,CSP,UNSW,3013-UN,8,"unsw,bachelor of aviation (management),aviation,management,airport,aviation physics,flight safety,human factors,aviation operations,management,mathematics,maths,flight systems,flight performance,flying,airline economics,airfreight manager,airport planner,flight crew scheduler,aviation consultant,flight analyst,flight safety investigator,aviation revenue manager,airport or fleet planner",0,0,81.55,86.70,99.95,74.80,82.93,95.35,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,<5,<5,N/A,N/A,10,42.00,<5,<5,<5,<5,7,29.00,24,100.0,NA,2022,S,
unsw,429540,Bachelor of Environmental Management,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Biology, earth science, ecology, environmental chemistry, geography, marine and coastal science.","Environmental consultants, policy developers or researchers within industry or with local, state or federal government. Employers may include National Parks and Wildlife Service or the Environmental Protection Authority.","Agriculture, Environment and related Studies",429540,Bachelor of Environmental Management,open,3F,CSP,UNSW,3013-UN,5,"unsw,bachelor of environmental management,environmental,management,biology,earth science,ecology,environmental chemistry,geography,marine science,biological science,environmental science,geology",0,0,80.95,89.13,98.90,73.45,85.25,93.90,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,N/A,N/A,9,60.00,N/A,N/A,<5,<5,<5,<5,15,100.0,NA,2022,S,
unsw,429560,Bachelor of Environmental Management/Bachelor of Arts,Check the most up-to-date UNSW advice about COVID-19 arrangements.,Refer to 429540 Bachelor of Environmental Management and 422000 Bachelor of Arts.,Refer to 429540 Bachelor of Environmental Management and 422000 Bachelor of Arts.,"Agriculture, Environment and related Studies",429560,Bachelor of Environmental Management/Bachelor of Arts,open,4.7F,CSP,UNSW,3013-UN,5,"unsw,bachelor of environmental management/bachelor of arts,environmental,management,biology,earth science,ecology,environmental chemistry,geography,marine science,arts,asian studies,chinese studies,criminology,creative writing,development studies,economics,english,environmental humanities,european studies,film studies,french studies,geography,german,latin american studies,spanish studies,history,human resource management,indigenous studies,international business,international relations,japanese studies,korean studies,linguistics,media,culture,technology,music studies,philosophy,politics,humanities,sociology,anthropology,theatre studies,performance studies,italian studies,indonesian studies,modern greek,gender studies,womens studies,biological science,environmental science,geology",0,0,80.55,88.65,99.95,72.55,79.80,98.35,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,<5,<5,N/A,N/A,<5,<5,N/A,N/A,<5,100.0,NA,2022,S,
unsw,429600,Bachelor of Engineering (Honours) (Materials Science and Engineering),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Ceramic engineering, functional materials, materials engineering, physical metallurgy, process metallurgy.","Fundamental scientific research, manufacturing and materials processing, quality control, safety, the environmental impact of materials and commercialisation of materials technologies, nanotechnology, biomedical materials, electronic materials.",Engineering and related Studies,429600,Bachelor of Engineering (Honours) (Materials Science and Engineering),open,4F,CSP,UNSW,3013-UN,3,"unsw,bachelor of engineering (honours) (materials science and engineering),engineering,materials science,ceramic engineering,physical metallurgy,process metallurgy,materials engineering,honours,functional materials,engineering unsw,materials science unsw,material science",0,0,86.50,88.78,93.55,75.05,82.93,90.80,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,7,35.00,5,25.00,N/A,N/A,8,40.00,20,100.0,NA,2022,S,
unsw,429610,Bachelor of Engineering (Honours) (Materials Science and Engineering)/Bachelor of Commerce,Check the most up-to-date UNSW advice about COVID-19 arrangements.,Refer to 429600 Bachelor of Engineering (Hons) (Materials Science and Engineering) and 424000 Bachelor of Commerce.,"A wide range of careers and professions in the commercial, industrial and professional world, in the public service, and in teaching and education. Graduates gain business skills that are applicable to their employment as materials scientists and engineers. Many engineers often progress to technical management roles.",Engineering and related Studies,429610,Bachelor of Engineering (Honours) (Materials Science and Engineering)/Bachelor of Commerce,open,5.7F,CSP,UNSW,3013-UN,3,"unsw,bachelor of engineering (honours) (materials science and engineering)/bachelor of commerce,engineering,engineering unsw,material science unsw,materials science,ceramic engineering,physical metallurgy,process metallurgy,materials engineering,commerce,accounting,business economics,business law,business strategy,economic management,finance,financial economics,human resource management,information systems,international business,management,marketing,real estate studies,taxation,honours,functional materials,material science",0,0,<5,<5,<5,<5,<5,<5,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,<5,<5,N/A,N/A,N/A,N/A,N/A,N/A,<5,100.0,NA,2022,S,
unsw,429620,Bachelor of Engineering (Honours) (Materials Science and Engineering)/Bachelor of Engineering Science (Chemical Engineering),Check the most up-to-date UNSW advice about COVID-19 arrangements.,Refer to 429600 Bachelor of Engineering (Hons) (Materials Science and Engineering) and 425550 Bachelor of Engineering (Hons) (Chemical).,Career opportunities: Refer to 429600 Bachelor of Engineering (Hons) (Materials Science and Engineering) and 425550 Bachelor of Engineering (Hons) (Chemical).,Engineering and related Studies,429620,Bachelor of Engineering (Honours) (Materials Science and Engineering)/Bachelor of Engineering Science (Chemical Engineering),open,5F,CSP,UNSW,3013-UN,3,"unsw,bachelor of engineering (honours) (materials science and engineering)/bachelor of engineering science (chemical engineering),engineering,engineering unsw,material science unsw,materials science,ceramic engineering,physical metallurgy,process metallurgy,materials engineering,chemical,biotechnology,chemistry,environmental management,waste management,food process engineering,fuel technology,energy technology,pharmaceutical engineering,reaction engineering,process engineering,water research,waste water treatment,waste water research,honours,functional materials,material science",0,0,91.10,92.65,99.95,81.95,86.80,94.45,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,<5,<5,<5,<5,N/A,N/A,N/A,N/A,<5,100.0,NA,2022,S,
unsw,429630,Bachelor of Engineering (Honours) (Materials Science and Engineering)/Master of Biomedical Engineering,Check the most up-to-date UNSW advice about COVID-19 arrangements.,Refer to 429600 Bachelor of Engineering (Hons) (Materials Science and Engineering) and 425950 Bachelor of Engineering (Hons)/M Biomedical Engineering.,Refer to 429600 Bachelor of Engineering (Hons) (Materials Science and Engineering) and 425950 Bachelor of Engineering (Hons)/M Biomedical Engineering.,Engineering and related Studies,429630,Bachelor of Engineering (Honours) (Materials Science and Engineering)/Master of Biomedical Engineering,open,5F,CSP,UNSW,3013-UN,3,"unsw,bachelor of engineering (honours) (materials science and engineering)/master of biomedical engineering,engineering,engineering unsw,material science unsw,biomedical engineering unsw,materials science,ceramic engineering,physical metallurgy,process metallurgy,materials engineering,biomedical,artificial organs,artificial joints,biofluid dynamics,biomaterials,biomechanics,rehabilitation,cell engineering,tissue engineering,medical devices,medical electronics,medical imaging,physiological modelling,physiological informatics,honours,functional materials,material science",0,0,91.10,99.95,99.95,81.45,95.55,99.85,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,N/A,N/A,10,77.00,<5,<5,N/A,N/A,<5,<5,N/P,100.0,NA,2022,S,
unsw,429700,Bachelor of Medical Science,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Human anatomy, human pathology, medical immunology, medical microbiology, medical pharmacology, medical physiology, molecular biology, molecular genetics, and neurobiology.","Medical research, paramedical professions, health policy, medical laboratory science, pathology and forensic science, patents and intellectual property, market research and product development, pharmaceutical and biotechnology industries.",Health,429700,Bachelor of Medical Science,open,3F,CSP,UNSW,3013-UN,6,"19901,unsw,bachelor of medical science,medical science,medical,science,anatomy,biochemistry,genetics,microbiology,molecular biology,neuroscience,pathology,pharmacology,physiology,biological science,biotechnology,chemistry,computing,mathematics,maths,physics,psychology,immunology",0,0,88.00,98.25,99.95,78.05,92.00,99.95,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,14,8.00,N/A,N/A,<5,<5,126,70.00,21,12.00,<5,<5,13,7.00,179,100.0,NA,2022,S,
unsw,429720,Bachelor of Medicinal Chemistry (Honours),Check the most up-to-date UNSW advice about COVID-19 arrangements.,Medicinal chemistry.,"Local and global pharmaceutical companies involved in modern drug design, as well as in research, government and education sectors.",Natural and Physical Sciences,429720,Bachelor of Medicinal Chemistry (Honours),open,4F,CSP,UNSW,3013-UN,1,"19901,unsw,uac,bachelor of medicinal chemistry (honours),medical chemistry,medicinal,chemistry,biochemistry,genetics,microbiology,molecular biology,pharmacology,physiology,honours,chemist,immunologist,laboratory technician,laboratory manager,medical technician,patent specialist,pharmacologist,product developer,toxicologist",0,0,88.05,96.00,99.95,76.95,90.15,99.40,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,N/A,N/A,10,56.00,5,28.00,N/A,N/A,<5,<5,18,100.0,NA,2022,S,
unsw,429740,Bachelor of Vision Science,Check the most up-to-date UNSW advice about COVID-19 arrangements.,Vision science.,"Ophthalmic assistant in ophthalmic industries and in eye and vision research; development of vision correction devices such as contact lenses, spectacles, ocular implants, imaging and drug development in optics, vision science and ophthalmology research laboratories; and health promotion in government and non-government organisations.",Natural and Physical Sciences,429740,Bachelor of Vision Science,open,3F,CSP,UNSW,3013-UN,1,"unsw,bachelor of vision science,optometry,eyes,ocular science,ophthalmic,vision science,ophthalmic assistant,ophthalmic industries",0,0,92.00,96.23,99.95,85.00,94.43,99.95,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,15,24.00,N/A,N/A,<5,<5,39,62.00,<5,<5,<5,<5,<5,<5,63,100.0,NA,2022,S,
unsw,429750,Bachelor of Vision Science/Master of Clinical Optometry,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Optometry, vision science.","Optometrist in clinical practice, paediatric optometry, contact lenses, public health, sports vision, low vision rehabilitation or behavioural optometry. Graduates may also seek careers in eye and vision research or as a consultant to ophthalmic industries.",Health,429750,Bachelor of Vision Science/Master of Clinical Optometry,open,5F,CSP,UNSW,3013-UN,6,"unsw,bachelor of vision science/master of clinical optometry,optometry,eyes,ocular science,ophthalmic,vision science,clinical optometry,optometrist,",0,0,99.55,99.95,99.95,91.00,97.75,99.95,,2022,NA,NA,TCM,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,47,77.00,13,21.00,N/A,N/A,<5,<5,N/P,100.0,NA,2022,S,
unsw,429800,Bachelor of Psychological Science,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Criminology, human resource management, linguistics, marketing, neuroscience, philosophy, vision science.","Advertising, counselling, developmental care, community and occupational health, management consultancy, human resources, recruitment, training and development, industrial relations, banking, journalism, business and retail management, statistical and data analysis.",Natural and Physical Sciences,429800,Bachelor of Psychological Science,open,3F,CSP,UNSW,3013-UN,1,"unsw,bachelor of psychological science,psychological,science,psychology,criminology,human resource management,linguistics,marketing,neuroscience,philosophy,vision science,psychologist",0,0,83.05,90.30,99.95,75.60,88.05,99.30,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,21,15.00,<5,<5,5,4.00,73,51.00,22,15.00,<5,<5,15,11.00,142,100.0,NA,2022,S,
unsw,429850,Bachelor of Psychology (Honours),Check the most up-to-date UNSW advice about COVID-19 arrangements.,Psychology.,"Counselling; developmental care; public, community and occupational health; management consultancy; human resources; recruitment, training and development; industrial relations; banking; journalism; marketing; business and retail management; statistical and data analysis.",Health,429850,Bachelor of Psychology (Honours),open,4F,CSP,UNSW,3013-UN,6,"unsw,bachelor of psychology (honours),psychology,science,business,honours,psychologist,organisational psychologist,forensic psychologist,clinical psychologist,market researcher,analyst,business consultant,management consultant",0,0,98.05,99.45,99.95,89.20,98.15,99.95,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,22,26.00,N/A,N/A,<5,<5,37,44.00,8,10.00,<5,<5,10,12.00,84,100.0,NA,2022,S,
unsw,430100,UNSW Preparation Program (Arts and Social Sciences),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Academic skills, arts, humanities, social sciences.","Refer to 422000 Bachelor of Arts and other degrees offered by UNSW Arts, Design and Architecture.",Mixed Field Programs,430100,UNSW Preparation Program (Arts and Social Sciences),open,1F,CSP,UNSW,3013-UN,12,"unsw,unsw preparation program (arts and social sciences),arts,preparation,academic skills,social sciences,pathway courses,pathway",0,0,62.20,66.82,75.05,53.15,60.50,69.75,,2022,NA,NA,TEN,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,91.00,<5,<5,N/A,N/A,N/P,100.0,NA,2022,S,
unsw,430110,UNSW Preparation Program (Business),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Academic skills, management and marketing, mathematics.","Accountant, auditor, commercial manager, economist, financial adviser, human resource consultant, ICT business/system analyst, international business development manager, investment banker, management consultant, marketing/brand manager, property business analyst, recruitment officer, tax adviser.",Mixed Field Programs,430110,UNSW Preparation Program (Business),open,1F,CSP,UNSW,3013-UN,12,"803,unsw,unsw preparation program (business),business,preparation,academic skills,management,marketing,mathematics,maths,pathway courses,pathway",0,0,66.15,70.45,75.10,60.15,66.10,70.45,,2022,NA,NA,TEN,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,<5,N/A,N/A,N/A,N/A,<5,100.0,NA,2022,S,
unsw,430120,UNSW Preparation Program (Engineering),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Academic skills, mathematics, physics.",Refer to 425000 Bachelor of Engineering (Hons) (Flexible First Year).,Mixed Field Programs,430120,UNSW Preparation Program (Engineering),open,1F,CSP,UNSW,3013-UN,12,"unsw,unsw preparation program (engineering),engineering,preparation,academic skills,mathematics,maths,pathway courses,pathway",0,0,54.25,64.70,76.30,51.25,60.40,73.30,,2022,NA,NA,TEN,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,100.0,N/A,N/A,N/A,N/A,6,100.0,NA,2022,S,
unsw,430130,UNSW Preparation Program (Science),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Academic skills, bioscience, chemistry, mathematics, physics, psychology.",Refer to 429000 Bachelor of Science.,Mixed Field Programs,430130,UNSW Preparation Program (Science),open,1F,CSP,UNSW,3013-UN,12,"unsw,unsw preparation program (science),science,preparation,academic skills,bioscience,chemistry,mathematics,maths,physics,psychology,pathway courses,pathway",0,0,56.80,66.23,74.65,50.95,63.25,69.85,,2022,NA,NA,TEN,NA, ,N,Y,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,100.0,N/A,N/A,N/A,N/A,11,100.0,NA,2022,S,
unsw,430200,University Preparation Program,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Academic skills, content-based courses dependent on the stream chosen. Students enrol in one of four streams: business, engineering, humanities, science.",Those listed under the broad range of UNSW bachelor degree courses and at other universities to which applicants can seek admission following successful completion of this course.,Mixed Field Programs,430200,University Preparation Program,open,1-1.3P,CSP,UNSW,3013-UN,12,"unsw,university preparation program,adult,preparation,academic skills,content-based courses,arts,humanities,business,science,engineering,pathway courses,pathway",0,0,,,,,,,,2022,NO,NA,TEN,NA, ,Y,N,Y,N,N,<5,<5,14,9.00,138,86.00,8,5.00,N/A,N/A,N/A,N/A,N/A,N/A,N/P,100.0,NA,2022,S,
unsw,450001,Bachelor of Arts,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Business, English and media studies, geography, history, Indonesian studies, international and political studies.",Leadership and management roles in the ADF.,Society and Culture,450001,Bachelor of Arts,open,3F,ADF,UNSW,3013-UF,9,"unsw,bachelor of arts,adfa,arts,humanities,business,english,geography,history,indonesian studies,international and political studies,oceanography,mathematics",0,0,75.00,87.45,99.95,70.20,84.03,99.45,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,<5,<5,<5,<5,N/A,N/A,41,80.00,<5,<5,N/A,N/A,51,100.0,NA,2022,S,
unsw,450010,Bachelor of Business,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Acquisition and procurement, logistics, people management, project management.","ADF business processes and interaction with external service providers; acquisition and procurement, project management, logistics and the management of people.",Management and Commerce,450010,Bachelor of Business,open,3F,ADF,UNSW,3013-UF,8,"803,unsw,bachelor of business,adfa,business,accounting,management,commerce,human resources management,marketing,economics,law,leadership,logistics,ethics",0,0,81.45,94.10,99.95,72.95,89.70,98.50,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,<5,<5,5,15.00,N/A,N/A,24,71.00,N/A,N/A,N/A,N/A,34,100.0,NA,2022,S,
unsw,450020,Bachelor of Science,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Aviation, chemistry, computer science, geography, mathematics, oceanography, physics.","Technical, scientific, strategic and logistics roles in the Australian Defence Force.",Natural and Physical Sciences,450020,Bachelor of Science,open,3F,ADF,UNSW,3013-UF,1,"unsw,bachelor of science,adfa,science,aviation,chemistry,mathematics,computer science,oceanography,geography,physics",0,0,75.00,92.90,99.95,73.75,88.88,99.50,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,<5,<5,N/A,N/A,37,86.00,N/A,N/A,N/A,N/A,43,100.0,NA,2022,S,
unsw,450030,Bachelor of Computing and Cyber Security,Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Algorithms and data representation, application development, computer science, cyber physical systems, digital forensics, network design and operation, programming and cyber security skills.",Australian Defence Force roles related to the planned introduction of new capability and the increased influence of the information environment on military operations.,Information Technology,450030,Bachelor of Computing and Cyber Security,open,3F,ADF,UNSW,3013-UF,2,"unsw,bachelor of computing and cyber security,adfa,computing and cyber security,it,computer science,security,digital forensics,cyber security,simulation,computing",0,0,76.50,89.50,99.95,73.50,86.50,98.70,,2022,NA,NA,TBP,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,<5,<5,N/A,N/A,37,88.00,N/A,N/A,N/A,N/A,42,100.0,NA,2022,S,
unsw,450040,Bachelor of Engineering (Honours) (Aeronautical Engineering),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Aerodynamics, aircraft design, aircraft structural strength, airworthiness and maintenance, management, materials, propulsion, stability and control of aircraft, rotary wing aircraft, thermodynamics.","Roles in the design, reliability and maintenance of both fixed-wing and rotary-wing aircraft, critical to the operations of the Australian Defence Force.",Engineering and related Studies,450040,Bachelor of Engineering (Honours) (Aeronautical Engineering),open,4F,ADF,UNSW,3013-UF,3,"unsw,bachelor of engineering (honours) (aeronautical engineering),adfa,engineering,aeronautical engineering,aeronautical,aerodynamics,aircraft design,aircraft structural strength,airworthiness,aircraft maintenance,management,materials,aircraft stability,control of aircraft,rotary wing aircraft,thermodynamics,propulsion,honours,engineering adfa,engineering unsw",0,0,87.05,98.30,99.95,83.60,93.20,99.85,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,<5,<5,N/A,N/A,27,87.00,N/A,N/A,N/A,N/A,31,100.0,NA,2022,S,
unsw,450050,Bachelor of Engineering (Honours) (Civil Engineering),Check the most up-to-date UNSW advice about COVID-19 arrangements.,"Design and construction of civil engineering works; environmental engineering; materials of construction, including concrete and soils; project management; science and practice of management; structures; transportation; water engineering.","Design and construction of infrastructure, base facilities, temporary runways and field engineering associated with Australian Defence Force projects and military activities; development and peacekeeping activities in the South Pacific and elsewhere in the world.",Engineering and related Studies,450050,Bachelor of Engineering (Honours) (Civil Engineering),open,4F,ADF,UNSW,3013-UF,3,"unsw,bachelor of engineering (honours) (civil engineering),adfa,engineering,civil engineering,honours,civil engineering design,construction,environmental engineering,construction materials,concrete,soils,project management,science of management,practice of management,structures,transportation,water engineering,engineering adfa,engineering unsw",0,0,88.40,98.70,99.95,85.65,93.15,97.40,,2022,NA,NA,TBH,NA, ,N,Y,Y,N,N,<5,<5,N/A,N/A,N/A,N/A,N/A,N/A,12,92.00,N/A,N/A,N/A,N/A,N/P,100.0,NA,2022,S,
